recid,province,department,dcode,year,month,dip,pres,total,ucr,pj,soc,con,enp,urb,lit,pop
6046,Buenos Aires,25 de Mayo,1000,1914,NA,1,0,1446,724,NA,0,722,1.9999961853027344,0.294494092464447,0.5630297084008475,31094
6227,Buenos Aires,25 de Mayo,1000,1916,NA,1,0,2725,1358,NA,38,1329,2.0559070110321045,0.2953885414383628,0.579200029373169,31598.60606060608
6539,Buenos Aires,25 de Mayo,1000,1918,NA,1,0,2698,1863,NA,35,800,1.7702369689941406,0.29628299041227857,0.5953703503454886,32103.212121212156
6798,Buenos Aires,25 de Mayo,1000,1920,NA,1,0,2664,1620,NA,42,1002,1.95497727394104,0.29717743938619434,0.6115406713178082,32607.818181818177
136,Buenos Aires,25 de Mayo,1000,1922,NA,0,1,2097,1584,NA,8,505,1.5908749103546143,0.2980718883601102,0.6277109922901278,33112.424242424255
7076,Buenos Aires,25 de Mayo,1000,1926,NA,1,0,1863,1391,NA,53,417,1.643681287765503,0.2998607863079418,0.6600516342347671,34121.63636363635
472,Buenos Aires,25 de Mayo,1000,1928,NA,0,1,5553,2944,NA,8,2423,2.6409318447113037,0.30075523528185755,0.6762219552070867,34626.24242424243
7448,Buenos Aires,25 de Mayo,1000,1930,NA,1,0,5239,2392,NA,23,2824,2.0038535594940186,0.3016496842557733,0.6923922761794064,35130.84848484851
929,Buenos Aires,25 de Mayo,1000,1946,NA,0,1,8808,2699,5878,NA,231,1.8520649671554565,0.30880527604709973,0.8217548439579634,39167.69696969696
14900,Buenos Aires,25 de Mayo,1000,1948,3,1,0,6350,1340,4184,64,572,2.051950216293335,0.32897272935280597,0.8326802321455702,39075.84615384613
15197,Buenos Aires,25 de Mayo,1000,1948,12,1,0,6765,1120,5196,NA,NA,1.613404393196106,0.32897272935280597,0.8326802321455702,39075.84615384613
7911,Buenos Aires,25 de Mayo,1000,1954,NA,1,0,19509,4708,13222,95,1022,1.9207967519760132,0.447294102265289,0.849721598354253,37010.923076923005
14532,Buenos Aires,25 de Mayo,1000,1957,NA,1,0,19281,12232,3804,314,1618,4.156740188598633,0.5064547887215269,0.8582422814585948,35978.4615384615
1381,Buenos Aires,25 de Mayo,1000,1958,NA,0,1,20144,15144,168,127,642,3.2325170040130615,0.5261750175402753,0.8610825091600418,35634.30769230763
15611,Buenos Aires,25 de Mayo,1000,1960,NA,1,0,19338,9971,4501,NA,283,4.69631290435791,0.5656154751777649,0.8667629645629367,34946
8345,Buenos Aires,25 de Mayo,1000,1962,NA,1,0,20125,8994,7268,NA,117,4.0866169929504395,0.5628962397575381,0.8724434199658315,34756.19999999998
16009,Buenos Aires,25 de Mayo,1000,1963,NA,1,0,16468,8482,2836,NA,692,5.041146278381348,0.5615366220474245,0.8752836476672785,34661.29999999999
5557,Buenos Aires,25 de Mayo,1000,1963,NA,0,1,19892,8702,2892,NA,705,7.132596969604492,0.5615366220474245,0.8752836476672785,34661.29999999999
8779,Buenos Aires,25 de Mayo,1000,1965,NA,1,0,19883,8216,7733,NA,182,3.785923957824707,0.5588173866271973,0.8809641030701725,34471.5
16481,Buenos Aires,25 de Mayo,1000,1973,3,1,0,21905,7078,10348,NA,NA,2.9749927520751953,0.5722780585288998,0.903685924681751,34150.600000000006
4504,Buenos Aires,25 de Mayo,1000,1973,3,0,1,21951,6933,10340,NA,NA,3.003836154937744,0.5722780585288998,0.903685924681751,34150.600000000006
5042,Buenos Aires,25 de Mayo,1000,1973,9,0,1,21338,6376,10530,NA,NA,2.847910165786743,0.5722780585288998,0.903685924681751,34150.600000000006
9092,Buenos Aires,25 de Mayo,1000,1983,NA,1,0,22569,12068,8166,NA,NA,2.388944149017334,0.6398072600364717,0.9320882016962226,34438.90909090909
1706,Buenos Aires,25 de Mayo,1000,1983,NA,0,1,22614,12370,8401,NA,NA,2.281094789505005,0.6398072600364717,0.9320882016962226,34438.90909090909
9617,Buenos Aires,25 de Mayo,1000,1985,NA,1,0,21785,10810,1443,NA,3,2.9780049324035645,0.6533131003379875,0.9377686570991175,34392.181818181816
10143,Buenos Aires,25 de Mayo,1000,1987,NA,1,0,22384,9208,8979,NA,NA,2.944950819015503,0.6668189406395033,0.9434491125020115,34345.454545454544
10726,Buenos Aires,25 de Mayo,1000,1989,NA,1,0,22353,6988,10173,NA,NA,3.1921844482421875,0.6803247809410191,0.9491295679049063,34298.72727272727
2286,Buenos Aires,25 de Mayo,1000,1989,NA,0,1,22443,7799,10484,NA,NA,3.0506246089935303,0.6803247809410191,0.9491295679049063,34298.72727272727
11199,Buenos Aires,25 de Mayo,1000,1991,NA,1,0,21716,5858,10341,NA,57,3.196913957595825,0.6938306212425349,0.9548100233078003,34252
11728,Buenos Aires,25 de Mayo,1000,1993,NA,1,0,21694,6465,10177,NA,NA,3.0827839374542236,0.7073364615440507,0.9581400156021118,34377
2759,Buenos Aires,25 de Mayo,1000,1995,NA,0,1,21828,3826,10683,NA,NA,2.9983673095703125,0.7208423018455665,0.9614700078964233,34502
12258,Buenos Aires,25 de Mayo,1000,1995,NA,1,0,21690,4375,10675,NA,NA,3.0805282592773437,0.7208423018455665,0.9614700078964233,34502
12795,Buenos Aires,25 de Mayo,1000,1997,NA,1,0,23322,9159,10745,NA,NA,2.682912588119507,0.7343481421470823,0.9648000001907349,34627
3425,Buenos Aires,25 de Mayo,1000,1999,NA,0,1,23083,10832,8095,NA,NA,2.84462571144104,0.7478539824485981,0.9681299924850464,34752
13452,Buenos Aires,25 de Mayo,1000,1999,NA,1,0,23001,10400,7929,NA,NA,2.988658905029297,0.7478539824485981,0.9681299924850464,34752
13994,Buenos Aires,25 de Mayo,1000,2001,NA,1,0,14423,3115,5867,NA,NA,4.103241443634033,0.7613598227501139,0.9714599847793579,34877
17381,Buenos Aires,25 de Mayo,1000,2003,NA,1,0,20760,6450,6968,NA,130,4.101846694946289,0.7748656630516297,0.9747899770736694,35002.33680686534
4323,Buenos Aires,25 de Mayo,1000,2003,NA,0,1,21996,600,11677,148,NA,6.297373294830322,0.7748656630516297,0.9747899770736694,35002.33680686534
6045,Buenos Aires,3 de Febrero,1001,1914,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
6226,Buenos Aires,3 de Febrero,1001,1916,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
6538,Buenos Aires,3 de Febrero,1001,1918,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
6797,Buenos Aires,3 de Febrero,1001,1920,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
135,Buenos Aires,3 de Febrero,1001,1922,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
7075,Buenos Aires,3 de Febrero,1001,1926,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
471,Buenos Aires,3 de Febrero,1001,1928,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
7447,Buenos Aires,3 de Febrero,1001,1930,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
928,Buenos Aires,3 de Febrero,1001,1946,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,227461.21308170844
7910,Buenos Aires,3 de Febrero,1001,1954,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,247345.3114420482
1380,Buenos Aires,3 de Febrero,1001,1958,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,257929.99413829553
15610,Buenos Aires,3 de Febrero,1001,1960,NA,1,0,109995,35419,45379,NA,11354,4.5750532150268555,1,NA,263391
8344,Buenos Aires,3 de Febrero,1001,1962,NA,1,0,111548,38045,51376,NA,2945,3.6383302211761475,NA,NA,268938.4193548383
5556,Buenos Aires,3 de Febrero,1001,1963,NA,0,1,116346,49555,26283,NA,15421,6.528053283691406,NA,NA,271712.12903225794
16008,Buenos Aires,3 de Febrero,1001,1963,NA,1,0,114715,49095,24568,NA,15026,6.525600910186768,NA,NA,271712.12903225794
8778,Buenos Aires,3 de Febrero,1001,1965,NA,1,0,113271,35825,58822,NA,6182,3.1504526138305664,NA,NA,277259.54838709626
4503,Buenos Aires,3 de Febrero,1001,1973,3,0,1,151103,21944,84350,NA,NA,2.755537748336792,NA,NA,299449.2258064514
16480,Buenos Aires,3 de Febrero,1001,1973,3,1,0,150589,21120,83585,NA,NA,2.847125291824341,NA,NA,299449.2258064514
4972,Buenos Aires,3 de Febrero,1001,1973,9,0,1,150686,29221,89982,NA,NA,2.4380290508270264,NA,NA,299449.2258064514
9212,Buenos Aires,Tres de Febrero,1001,1983,NA,1,0,175831,83209,67243,NA,NA,2.6710097789764404,NA,NA,327186.32258064486
1826,Buenos Aires,Tres de Febrero,1001,1983,NA,0,1,176759,88031,72776,NA,NA,2.3812637329101562,NA,NA,327186.32258064486
9737,Buenos Aires,Tres de Febrero,1001,1985,NA,1,0,174096,66917,14781,NA,1131,4.091063976287842,NA,NA,332733.7419354832
10263,Buenos Aires,Tres de Febrero,1001,1987,NA,1,0,177001,61954,77661,NA,NA,3.0920097827911377,NA,NA,338281.16129032243
2354,Buenos Aires,Tres de Febrero,1001,1989,NA,0,1,183080,58223,93199,NA,NA,2.876220941543579,NA,NA,343828.58064516075
10794,Buenos Aires,Tres de Febrero,1001,1989,NA,1,0,182141,49651,88434,NA,NA,3.1858863830566406,NA,NA,343828.58064516075
11320,Buenos Aires,Tres de Febrero,1001,1991,NA,1,0,174998,34576,70710,NA,8,4.388769149780273,NA,0.9798499941825867,349376
11848,Buenos Aires,Tres de Febrero,1001,1993,NA,1,0,179267,39713,81329,NA,NA,3.6127140522003174,NA,NA,354990.18741805817
12386,Buenos Aires,Tres de Febrero,1001,1995,NA,1,0,188328,24785,90807,NA,NA,2.9980132579803467,NA,NA,360694.59024978266
2887,Buenos Aires,Tres de Febrero,1001,1995,NA,0,1,189138,18214,91802,NA,NA,2.7761898040771484,NA,NA,360694.59024978266
12921,Buenos Aires,3 de Febrero,1001,1997,NA,1,0,189245,97400,68478,NA,NA,2.513062000274658,NA,NA,366490.65818330407
3423,Buenos Aires,3 de Febrero,1001,1999,NA,0,1,199584,88958,63900,NA,NA,3.1765658855438232,NA,NA,372379.8642020591
13450,Buenos Aires,3 de Febrero,1001,1999,NA,1,0,197876,84054,61180,NA,NA,3.4567971229553223,NA,NA,372379.8642020591
13991,Buenos Aires,Tres de Febrero,1001,2001,NA,1,0,131696,16722,44392,NA,NA,5.182469367980957,NA,NA,378363.7049591272
4201,Buenos Aires,3 de Febrero,1001,2003,NA,0,1,191756,1065,103032,2893,NA,6.454562187194824,NA,NA,384443.70115758217
17260,Buenos Aires,3 de Febrero,1001,2003,NA,1,0,171008,5146,65778,NA,2537,5.196505546569824,NA,NA,384443.70115758217
6011,Buenos Aires,9 de Julio,1002,1914,NA,1,0,1439,671,NA,81,687,2.2295279502868652,0.4089522063732147,0.6306112677820259,29490
6192,Buenos Aires,9 de Julio,1002,1916,NA,1,0,2271,1149,NA,0,1122,1.9997172355651855,0.4054569267865382,0.6435499787330627,30145.454545454588
6504,Buenos Aires,9 de Julio,1002,1918,NA,1,0,2619,1416,NA,67,1136,2.078507900238037,0.4019616471998617,0.6564886896840978,30800.909090909176
6763,Buenos Aires,9 de Julio,1002,1920,NA,1,0,2222,915,NA,99,1208,2.1407907009124756,0.3984663676131852,0.6694274006351346,31456.363636363647
101,Buenos Aires,9 de Julio,1002,1922,NA,0,1,1851,1606,NA,120,125,1.3130924701690674,0.39497108802650915,0.6823661115861697,32111.818181818235
7041,Buenos Aires,9 de Julio,1002,1926,NA,1,0,1641,1082,NA,168,346,2.038997173309326,0.38798052885315615,0.7082435334882433,33422.727272727294
437,Buenos Aires,9 de Julio,1002,1928,NA,0,1,5126,2510,NA,228,2266,2.9266457557678223,0.38448524926647965,0.7211822444392784,34078.18181818188
7413,Buenos Aires,9 de Julio,1002,1930,NA,1,0,5539,2607,NA,242,2690,2.1772959232330322,0.3809899696798036,0.7341209553903152,34733.63636363635
894,Buenos Aires,9 de Julio,1002,1946,NA,0,1,8981,3213,5685,NA,83,1.8911919593811035,0.35302773298639245,0.8376306429986027,39977.27272727282
14902,Buenos Aires,9 de Julio,1002,1948,3,1,0,6525,2095,4047,164,123,2.04522705078125,0.36503181549218766,0.8469736345789656,40149.4615384615
15199,Buenos Aires,9 de Julio,1002,1948,12,1,0,7360,1877,5140,NA,NA,1.8053719997406006,0.36503181549218766,0.8469736345789656,40149.4615384615
7876,Buenos Aires,9 de Julio,1002,1954,NA,1,0,19456,5916,11624,45,1517,2.194310188293457,0.44754214928700264,0.864215451208028,39216.23076923075
14500,Buenos Aires,9 de Julio,1002,1957,NA,1,0,19717,10682,4654,388,2609,4.9328813552856445,0.48879731618441014,0.8728363595225597,38749.615384615376
1346,Buenos Aires,9 de Julio,1002,1958,NA,0,1,20700,15781,121,255,1043,3.086031436920166,0.5025490384835472,0.8757099956274033,38594.07692307694
15576,Buenos Aires,9 de Julio,1002,1960,NA,1,0,20502,9428,6084,NA,260,4.800968647003174,0.5300524830818176,0.8814572678370913,38283
8310,Buenos Aires,9 de Julio,1002,1962,NA,1,0,21503,9087,7604,NA,108,4.134875297546387,0.5396020650863651,0.8872045400467794,38289.6
15973,Buenos Aires,9 de Julio,1002,1963,NA,1,0,20996,10522,4308,NA,971,4.848801136016846,0.544376856088638,0.890078176151623,38292.9
5521,Buenos Aires,9 de Julio,1002,1963,NA,0,1,21323,10478,4210,NA,1030,5.09847354888916,0.544376856088638,0.890078176151623,38292.9
8743,Buenos Aires,9 de Julio,1002,1965,NA,1,0,21941,8725,8135,NA,343,3.7970736026763916,0.5539264380931854,0.8958254483613102,38299.5
4468,Buenos Aires,9 de Julio,1002,1973,3,0,1,24849,8309,11497,NA,NA,2.930718183517456,0.6117842495441437,0.9188145372000616,39339
16445,Buenos Aires,9 de Julio,1002,1973,3,1,0,24814,8514,11559,NA,NA,2.912743330001831,0.6117842495441437,0.9188145372000616,39339
5005,Buenos Aires,9 de Julio,1002,1973,9,0,1,24291,7868,11939,NA,NA,2.7700250148773193,0.6117842495441437,0.9188145372000616,39339
9093,Buenos Aires,9 de Julio,1002,1983,NA,1,0,27525,14489,10229,NA,NA,2.3989813327789307,0.7250637710094452,0.9475508982484993,42351.90909090906
1707,Buenos Aires,9 de Julio,1002,1983,NA,0,1,27586,14859,10408,NA,NA,2.3058841228485107,0.7250637710094452,0.9475508982484993,42351.90909090906
9618,Buenos Aires,9 de Julio,1002,1985,NA,1,0,27456,12759,1197,NA,64,2.8273844718933105,0.7477196753025055,0.9532981704581873,42769.18181818182
10144,Buenos Aires,9 de Julio,1002,1987,NA,1,0,28036,12489,11783,NA,NA,2.637502670288086,0.7703755795955658,0.9590454426678745,43186.45454545453
10727,Buenos Aires,9 de Julio,1002,1989,NA,1,0,28409,9493,13681,NA,NA,2.91347074508667,0.7930314838886261,0.9647927148775626,43603.727272727236
2287,Buenos Aires,9 de Julio,1002,1989,NA,0,1,28478,10800,14063,NA,NA,2.7317824363708496,0.7930314838886261,0.9647927148775626,43603.727272727236
11200,Buenos Aires,9 de Julio,1002,1991,NA,1,0,27986,7506,13192,NA,48,3.239084243774414,0.8156873881816864,0.9705399870872498,44021
11729,Buenos Aires,9 de Julio,1002,1993,NA,1,0,28270,8682,13104,NA,NA,3.104844570159912,0.8383432924747467,0.9727339863777162,44416.40000000002
2760,Buenos Aires,9 de Julio,1002,1995,NA,0,1,28937,5597,13879,NA,NA,2.981278896331787,0.860999196767807,0.9749279856681827,44811.80000000005
12259,Buenos Aires,9 de Julio,1002,1995,NA,1,0,28828,6548,14185,NA,NA,3.0118565559387207,0.860999196767807,0.9749279856681827,44811.80000000005
12879,Buenos Aires,9 de Julio,1002,1997,NA,1,0,29272,13306,13123,NA,NA,2.438382387161255,0.8836551010608673,0.9771219849586488,45207.20000000001
3384,Buenos Aires,9 de Julio,1002,1999,NA,0,1,30979,14296,10472,NA,NA,2.947950601577759,0.9063110053539276,0.9793159842491153,45602.600000000035
13411,Buenos Aires,9 de Julio,1002,1999,NA,1,0,30825,13637,10378,NA,NA,3.120741844177246,0.9063110053539276,0.9793159842491153,45602.600000000035
13956,Buenos Aires,9 de Julio,1002,2001,NA,1,0,18395,3186,7627,NA,NA,4.169276714324951,0.9289669096469879,0.9815099835395813,45998
4264,Buenos Aires,9 de Julio,1002,2003,NA,0,1,29562,638,15904,324,NA,5.803118705749512,0.9516228139400482,0.9837039828300469,46395.96383875682
17321,Buenos Aires,9 de Julio,1002,2003,NA,1,0,27357,4847,10387,NA,156,4.769454002380371,0.9516228139400482,0.9837039828300469,46395.96383875682
5932,Buenos Aires,Adolfo Alsina,1003,1914,NA,1,0,702,297,NA,15,390,2.0487914085388184,0.5081316828727722,0.616537755535493,14880
6113,Buenos Aires,Adolfo Alsina,1003,1916,NA,1,0,1045,508,NA,25,512,2.096689462661743,0.5003884832064314,0.6308900117874146,15349.575757575745
6425,Buenos Aires,Adolfo Alsina,1003,1918,NA,1,0,997,784,NA,28,185,1.5300331115722656,0.4926452835400905,0.6452422680393344,15819.15151515149
6684,Buenos Aires,Adolfo Alsina,1003,1920,NA,1,0,699,452,NA,104,143,2.0741312503814697,0.4849020838737488,0.6595945242912542,16288.727272727236
22,Buenos Aires,Adolfo Alsina,1003,1922,NA,0,1,920,668,NA,60,192,1.739101767539978,0.47715888420740793,0.673946780543174,16758.30303030304
6962,Buenos Aires,Adolfo Alsina,1003,1926,NA,1,0,798,639,NA,84,75,1.5125913619995117,0.46167248487472534,0.7026512930470137,17697.45454545453
358,Buenos Aires,Adolfo Alsina,1003,1928,NA,0,1,2064,1549,NA,86,354,1.6814649105072021,0.4539292852083845,0.7170035492989335,18167.030303030275
7334,Buenos Aires,Adolfo Alsina,1003,1930,NA,1,0,1896,1128,NA,92,676,2.068572998046875,0.44618608554204364,0.7313558055508533,18636.60606060602
815,Buenos Aires,Adolfo Alsina,1003,1946,NA,0,1,4003,1780,2179,NA,44,2.023648262023926,0.3842404882113142,0.8461738555662102,22393.2121212121
14903,Buenos Aires,Adolfo Alsina,1003,1948,3,1,0,3079,983,1820,51,32,2.198702573776245,0.3855831118730393,0.8558436198668051,22495.692307692283
15200,Buenos Aires,Adolfo Alsina,1003,1948,12,1,0,2858,622,2068,NA,NA,1.7454578876495361,0.3855831118730393,0.8558436198668051,22495.692307692283
7797,Buenos Aires,Adolfo Alsina,1003,1954,NA,1,0,7835,2075,4944,32,578,2.1091578006744385,0.4168684528424187,0.8708054369146172,21701.846153846156
14426,Buenos Aires,Adolfo Alsina,1003,1957,NA,1,0,9306,4822,1446,456,1192,5.799394607543945,0.4325111233271084,0.8782863454385241,21304.923076923063
1267,Buenos Aires,Adolfo Alsina,1003,1958,NA,0,1,10016,6677,55,346,115,3.913874864578247,0.43772534682200437,0.8807799816131592,21172.615384615376
15498,Buenos Aires,Adolfo Alsina,1003,1960,NA,1,0,9414,4491,2362,NA,301,4.822800159454346,0.4481537938117981,0.8857672539624302,20908
8231,Buenos Aires,Adolfo Alsina,1003,1962,NA,1,0,9760,3821,2735,NA,174,4.603387355804443,0.453579837083816,0.8907545263117012,20792.59999999999
5440,Buenos Aires,Adolfo Alsina,1003,1963,NA,0,1,9864,4948,2072,NA,570,5.360932350158691,0.4562928587198254,0.8932481624863362,20734.899999999994
15892,Buenos Aires,Adolfo Alsina,1003,1963,NA,1,0,9188,4974,1798,NA,530,4.874948024749756,0.4562928587198254,0.8932481624863362,20734.899999999994
8662,Buenos Aires,Adolfo Alsina,1003,1965,NA,1,0,9798,3740,2742,NA,143,4.844146728515625,0.4617189019918442,0.8982354348356072,20619.5
16365,Buenos Aires,Adolfo Alsina,1003,1973,3,1,0,11235,2830,5302,NA,NA,3.297851800918579,0.4955933481454853,0.9181845242326911,20077.20000000001
4388,Buenos Aires,Adolfo Alsina,1003,1973,3,0,1,11255,2843,5344,NA,NA,3.2424793243408203,0.4955933481454853,0.9181845242326911,20077.20000000001
4929,Buenos Aires,Adolfo Alsina,1003,1973,9,0,1,10889,3161,5418,NA,NA,2.8642513751983643,0.4955933481454853,0.9181845242326911,20077.20000000001
9094,Buenos Aires,Adolfo Alsina,1003,1983,NA,1,0,11507,6101,4387,NA,NA,2.3361494541168213,0.5632911413907973,0.9431208859790452,19101
1708,Buenos Aires,Adolfo Alsina,1003,1983,NA,0,1,11528,6256,4515,NA,NA,2.2277448177337646,0.5632911413907973,0.9431208859790452,19101
9619,Buenos Aires,Adolfo Alsina,1003,1985,NA,1,0,11038,4939,318,NA,30,2.8612864017486572,0.5768307000398583,0.9481081583283162,18845
10145,Buenos Aires,Adolfo Alsina,1003,1987,NA,1,0,10934,4736,4875,NA,NA,2.5617449283599854,0.5903702586889192,0.9530954306775872,18589
10686,Buenos Aires,Adolfo Alsina,1003,1989,NA,1,0,10827,4016,5020,NA,NA,2.9265124797821045,0.6039098173379802,0.9580827030268582,18333
2246,Buenos Aires,Adolfo Alsina,1003,1989,NA,0,1,10849,4256,5124,NA,NA,2.804705858230591,0.6039098173379802,0.9580827030268582,18333
11201,Buenos Aires,Adolfo Alsina,1003,1991,NA,1,0,10676,3463,5360,NA,0,2.7284560203552246,0.6174493759870412,0.9630699753761292,18077
11730,Buenos Aires,Adolfo Alsina,1003,1993,NA,1,0,10519,3519,5354,NA,NA,2.6505014896392822,0.6309889346361022,0.9663379788398743,17710.599999999977
12260,Buenos Aires,Adolfo Alsina,1003,1995,NA,1,0,10672,3029,5351,NA,NA,2.8380751609802246,0.6445284932851632,0.9696059823036194,17344.199999999953
2761,Buenos Aires,Adolfo Alsina,1003,1995,NA,0,1,10690,2575,5229,NA,NA,2.898097038269043,0.6445284932851632,0.9696059823036194,17344.199999999953
12797,Buenos Aires,Adolfo Alsina,1003,1997,NA,1,0,10417,4375,5360,NA,NA,2.261439085006714,0.6580680519342241,0.9728739857673645,16977.79999999999
3296,Buenos Aires,Adolfo Alsina,1003,1999,NA,0,1,10941,4756,4615,NA,NA,2.689939498901367,0.6716076105832851,0.9761419892311096,16611.399999999965
13323,Buenos Aires,Adolfo Alsina,1003,1999,NA,1,0,10921,4581,4607,NA,NA,2.776780366897583,0.6716076105832851,0.9761419892311096,16611.399999999965
13874,Buenos Aires,Adolfo Alsina,1003,2001,NA,1,0,7246,1570,3371,NA,NA,3.433614492416382,0.6851471692323461,0.9794099926948547,16245
4294,Buenos Aires,Adolfo Alsina,1003,2003,NA,0,1,10384,177,5675,67,NA,5.2475433349609375,0.6986867278814071,0.9826779961585999,15884.706113194803
17352,Buenos Aires,Adolfo Alsina,1003,2003,NA,1,0,9973,2328,4800,NA,40,3.2966814041137695,0.6986867278814071,0.9826779961585999,15884.706113194803
5933,Buenos Aires,Alberti,1004,1914,NA,1,0,542,30,NA,4,508,1.134311556816101,0.28834250569343567,0.6444819242723518,11143
6114,Buenos Aires,Alberti,1004,1916,NA,1,0,867,409,NA,7,451,2.027585983276367,0.28986209360035975,0.6571199893951416,11334.939393939392
6426,Buenos Aires,Alberti,1004,1918,NA,1,0,914,585,NA,11,318,1.8837711811065674,0.29138168150728383,0.6697580545179296,11526.878787878784
6685,Buenos Aires,Alberti,1004,1920,NA,1,0,896,571,NA,26,299,1.9292988777160645,0.29290126941420813,0.6823961196407193,11718.818181818177
23,Buenos Aires,Alberti,1004,1922,NA,0,1,922,650,NA,30,242,1.7637914419174194,0.2944208573211322,0.6950341847635073,11910.757575757569
6963,Buenos Aires,Alberti,1004,1926,NA,1,0,1022,889,NA,132,0,1.293084740638733,0.2974600331349806,0.7203103150090868,12294.636363636353
359,Buenos Aires,Alberti,1004,1928,NA,0,1,1763,1344,NA,11,356,1.6355539560317993,0.2989796210419047,0.7329483801318748,12486.575757575745
7335,Buenos Aires,Alberti,1004,1930,NA,1,0,2002,1118,NA,10,874,1.9901703596115112,0.300499208948829,0.7455864452546646,12678.515151515137
816,Buenos Aires,Alberti,1004,1946,NA,0,1,3113,1209,1811,NA,93,2.04013991355896,0.31265591220422206,0.8466909662369755,14214.030303030304
14904,Buenos Aires,Alberti,1004,1948,3,1,0,2787,998,1502,17,241,2.345991611480713,0.32318784411137,0.8557059073990043,14138.692307692312
15201,Buenos Aires,Alberti,1004,1948,12,1,0,2829,1173,1555,NA,NA,2.1063008308410645,0.32318784411137,0.8557059073990043,14138.692307692312
7798,Buenos Aires,Alberti,1004,1954,NA,1,0,6820,2991,3576,10,149,2.1373486518859863,0.3818206718334807,0.8718813590028072,13110.846153846127
14427,Buenos Aires,Alberti,1004,1957,NA,1,0,6399,4310,936,68,741,3.537858009338379,0.4111370856945342,0.879969084804709,12596.923076923063
1268,Buenos Aires,Alberti,1004,1958,NA,0,1,6790,5325,41,53,348,3.111666440963745,0.4209092236482199,0.8826649934053421,12425.615384615376
15499,Buenos Aires,Alberti,1004,1960,NA,1,0,6616,3735,1198,NA,81,3.5686333179473877,0.44045349955558777,0.88805681060661,12083
8232,Buenos Aires,Alberti,1004,1962,NA,1,0,6652,3488,2242,NA,25,3.283256769180298,0.4567325592041005,0.8934486278078779,11886.199999999983
15893,Buenos Aires,Alberti,1004,1963,NA,1,0,6353,3849,763,NA,184,3.4393489360809326,0.46487208902835775,0.896144536408511,11787.799999999988
5441,Buenos Aires,Alberti,1004,1963,NA,0,1,6591,3843,812,NA,194,3.705183744430542,0.46487208902835775,0.896144536408511,11787.799999999988
8663,Buenos Aires,Alberti,1004,1965,NA,1,0,6804,3100,2683,NA,49,2.8812413215637207,0.48115114867687225,0.9015363536097789,11591
4389,Buenos Aires,Alberti,1004,1973,3,0,1,7285,3261,3204,NA,NA,2.518491268157959,0.5478844463825219,0.9231036224148497,10958.899999999994
16366,Buenos Aires,Alberti,1004,1973,3,1,0,7271,3305,3206,NA,NA,2.481600522994995,0.5478844463825219,0.9231036224148497,10958.899999999994
4930,Buenos Aires,Alberti,1004,1973,9,0,1,7136,2828,3300,NA,NA,2.641144275665283,0.5478844463825219,0.9231036224148497,10958.899999999994
1710,Buenos Aires,Alberti,1004,1983,NA,0,1,7382,3943,2934,NA,NA,2.2515134811401367,0.6346699416637485,0.9500627084211875,10630.636363636364
9096,Buenos Aires,Alberti,1004,1983,NA,1,0,7376,3841,2881,NA,NA,2.3521857261657715,0.6346699416637485,0.9500627084211875,10630.636363636364
9621,Buenos Aires,Alberti,1004,1985,NA,1,0,7053,3090,409,NA,16,3.2372846603393555,0.6520270407199966,0.9554545256224545,10629.727272727272
10147,Buenos Aires,Alberti,1004,1987,NA,1,0,7334,3259,3131,NA,NA,2.5925257205963135,0.6693841397762448,0.9608463428237224,10628.818181818182
10728,Buenos Aires,Alberti,1004,1989,NA,1,0,7311,2574,3477,NA,NA,2.889436960220337,0.6867412388324929,0.9662381600249903,10627.909090909092
2288,Buenos Aires,Alberti,1004,1989,NA,0,1,7318,2787,3623,NA,NA,2.6728057861328125,0.6867412388324929,0.9662381600249903,10627.909090909092
11203,Buenos Aires,Alberti,1004,1991,NA,1,0,7191,2727,3188,NA,2,2.862112522125244,0.7040983378887411,0.9716299772262573,10627
11732,Buenos Aires,Alberti,1004,1993,NA,1,0,7119,2954,2860,NA,NA,2.930405378341675,0.7214554369449893,0.9742099761962892,10576.199999999997
12262,Buenos Aires,Alberti,1004,1995,NA,1,0,7108,2281,3387,NA,NA,2.88055419921875,0.7388125360012374,0.9767899751663212,10525.399999999994
2763,Buenos Aires,Alberti,1004,1995,NA,0,1,7122,1951,3446,NA,NA,2.8903250694274902,0.7388125360012374,0.9767899751663212,10525.399999999994
12798,Buenos Aires,Alberti,1004,1997,NA,1,0,7083,3271,3287,NA,NA,2.3242814540863037,0.7561696350574856,0.9793699741363526,10474.599999999999
13324,Buenos Aires,Alberti,1004,1999,NA,1,0,7303,3299,3074,NA,NA,2.5822412967681885,0.7735267341137337,0.9819499731063845,10423.799999999996
